s__Bacteroides_dorei_read000013|100	UniRef90_W8UN22|1683	50.0	32	16	0	98	3	200	231	1.7e-03	37.7
s__Bacteroides_dorei_read000013|100	UniRef90_F9YQ13|1911	48.3	29	15	0	95	9	181	209	7.2e-02	32.3
s__Bacteroides_dorei_read000013|100	UniRef90_F9YQ13|1911	41.9	31	18	0	95	3	462	492	9.4e-02	32.0
s__Bacteroides_dorei_read000013|100	UniRef90_Q8A158|1953	58.3	24	10	0	80	9	183	206	1.2e-01	31.6
s__Bacteroides_dorei_read000138|100	UniRef90_R6HP45|1224	97.0	33	1	0	2	100	300	332	6.1e-12	65.9
s__Bacteroides_dorei_read000138|100	UniRef90_R5U5E2|1233	84.8	33	5	0	2	100	302	334	9.7e-10	58.5
s__Bacteroides_dorei_read000138|100	UniRef90_R5JPK2|1272	84.8	33	5	0	2	100	317	349	1.3e-09	58.2
s__Bacteroides_dorei_read000138|100	UniRef90_F3PRV8|1137	84.8	33	5	0	2	100	267	299	1.3e-09	58.2
s__Bacteroides_dorei_read000138|100	UniRef90_R6ABP8|1272	84.8	33	5	0	2	100	317	349	1.3e-09	58.2
s__Bacteroides_dorei_read000138|100	UniRef90_R5MD14|1248	84.8	33	5	0	2	100	307	339	2.8e-09	57.0
s__Bacteroides_dorei_read000138|100	UniRef90_R6KBQ5|1251	81.8	33	6	0	2	100	308	340	3.7e-09	56.6
s__Bacteroides_dorei_read000138|100	UniRef90_R6NUL5|1230	84.8	33	5	0	2	100	301	333	4.8e-09	56.2
s__Bacteroides_dorei_read000138|100	UniRef90_R7NN65|1224	81.8	33	6	0	2	100	300	332	4.8e-09	56.2
s__Bacteroides_dorei_read000138|100	UniRef90_E6STG2|1266	81.8	33	6	0	2	100	312	344	4.8e-09	56.2
s__Bacteroides_dorei_read000138|100	UniRef90_F0R5Y4|1263	78.8	33	7	0	2	100	312	344	4.8e-09	56.2
s__Bacteroides_dorei_read000138|100	UniRef90_R7EJC8|1314	81.8	33	6	0	2	100	326	358	4.8e-09	56.2
s__Bacteroides_dorei_read000138|100	UniRef90_K9EC23|1257	81.8	33	6	0	2	100	310	342	6.3e-09	55.8
s__Bacteroides_dorei_read000138|100	UniRef90_R7JPM9|1233	81.8	33	6	0	2	100	300	332	1.1e-08	55.1
s__Bacteroides_dorei_read000138|100	UniRef90_R6LMW2|1281	78.8	33	7	0	2	100	317	349	1.8e-08	54.3
s__Bacteroides_dorei_read000138|100	UniRef90_R6YHU9|1227	78.8	33	7	0	2	100	301	333	1.8e-08	54.3
s__Bacteroides_dorei_read000138|100	UniRef90_R5W2H8|1230	78.8	33	7	0	2	100	302	334	2.4e-08	53.9
s__Bacteroides_dorei_read000138|100	UniRef90_R6DMI0|519	78.8	33	7	0	2	100	65	97	2.4e-08	53.9
s__Bacteroides_dorei_read000138|100	UniRef90_W4PJ09|1227	78.8	33	7	0	2	100	300	332	4.1e-08	53.1
s__Bacteroides_dorei_read000138|100	UniRef90_Q5LHG9|1230	75.8	33	8	0	2	100	300	332	5.3e-08	52.8
s__Bacteroides_dorei_read000170|100	UniRef90_A6L070|1374	97.0	33	1	0	2	100	399	431	9.4e-13	68.6
s__Bacteroides_dorei_read000170|100	UniRef90_Q8A259|1401	84.8	33	5	0	2	100	399	431	6.7e-11	62.4
s__Bacteroides_dorei_read000170|100	UniRef90_R5JBA6|1386	87.9	33	4	0	2	100	402	434	6.7e-11	62.4
s__Bacteroides_dorei_read000170|100	UniRef90_Q64ZM2|1392	84.8	33	5	0	2	100	399	431	2.0e-10	60.8
s__Bacteroides_dorei_read000170|100	UniRef90_R6RSB9|1380	78.8	33	7	0	2	100	399	431	3.3e-10	60.1
s__Bacteroides_dorei_read000170|100	UniRef90_R5M4K1|1377	78.8	33	7	0	2	100	399	431	7.4e-10	58.9
s__Bacteroides_dorei_read000170|100	UniRef90_R7NNA8|1374	81.8	33	6	0	2	100	399	431	7.4e-10	58.9
s__Bacteroides_dorei_read000170|100	UniRef90_R6YIC4|1374	69.7	33	10	0	2	100	399	431	6.3e-09	55.8
s__Bacteroides_dorei_read000170|100	UniRef90_R5VVZ8|1374	72.7	33	9	0	2	100	399	431	8.2e-09	55.5
s__Bacteroides_dorei_read000170|100	UniRef90_E6SVJ9|1440	72.7	33	9	0	2	100	399	431	1.1e-08	55.1
s__Bacteroides_dorei_read000170|100	UniRef90_R5TYP9|1374	71.9	32	9	0	5	100	400	431	2.4e-08	53.9
s__Bacteroides_dorei_read000170|100	UniRef90_R7EL26|1443	66.7	33	11	0	2	100	419	451	2.4e-08	53.9
s__Bacteroides_dorei_read000170|100	UniRef90_R6A610|1383	69.7	33	10	0	2	100	399	431	4.1e-08	53.1
s__Bacteroides_dorei_read000170|100	UniRef90_W4PR19|1401	72.7	33	9	0	2	100	400	432	5.3e-08	52.8
s__Bacteroides_dorei_read000170|100	UniRef90_F0R3F4|1374	68.8	32	10	0	5	100	400	431	9.1e-08	52.0
s__Bacteroides_dorei_read000170|100	UniRef90_R6E7U8|1380	66.7	33	11	0	2	100	399	431	1.2e-07	51.6
s__Bacteroides_dorei_read000170|100	UniRef90_R6CLD1|1374	68.8	32	10	0	5	100	400	431	1.5e-07	51.2
s__Bacteroides_dorei_read000170|100	UniRef90_R6R461|1377	63.6	33	12	0	2	100	399	431	2.0e-07	50.8
s__Bacteroides_dorei_read000170|100	UniRef90_R5C2K1|1377	63.6	33	12	0	2	100	399	431	3.4e-07	50.1
s__Bacteroides_dorei_read000170|100	UniRef90_R5PC24|1374	60.6	33	13	0	2	100	399	431	3.4e-07	50.1
s__Bacteroides_dorei_read000213|100	UniRef90_S8FG56|1332	87.9	33	4	0	2	100	168	200	9.4e-13	68.6
s__Bacteroides_dorei_read000213|100	UniRef90_R5TYN0|1332	84.8	33	5	0	2	100	168	200	4.6e-12	66.2
